"az_early_az_late","az_early_tx_early","az_early_tx_late","az_late_tx_early","az_late_tx_late","tx_early_tx_late","az_early_az_late-pval","az_early_tx_early-pval","az_early_tx_late-pval","az_late_tx_early-pval","az_late_tx_late-pval","tx_early_tx_late-pval"
"GB40836",0.0126935248623751,0.0155828309053571,0.0161930884111386,0.0315076389614435,0.00467444360533831,0.019362112743222,0.002,0.001,0.001,0,0.017,0
"GB49320",-0.000329268552260675,0.000137397815747176,0.000273597811217496,0.000393900357632315,0.000199322304165861,0.000575614861329177,0.961,0.19,0.081,0.016,0.076,0.002
"GB49321",0.00874938311708451,0.00103523122619964,0.0152803154944483,0.00803162459552365,0.00214684478569382,0.0136840976237604,0.001,0.182,0,0,0.039,0
"GB49331",0.0131197140392693,0.002337939378107,0.033425054078127,0.00328354797137109,0.00529638644007191,0.0149261164987808,0,0.07,0,0.022,0.004,0
"GB49332",0.00239925771508798,0.00325806560660058,0.00342189051175501,0.000612412016252617,0.000164259092583219,0.00105405209516141,0,0,0,0.027,0.209,0.002
"GB49333",-0.00744192407954736,0.0650480690891316,0.00223967224308641,0.0544834870641738,0.0131616352546297,0.115104419621175,0.781,0.005,0.254,0,0.049,0
"GB49355",0.0350963812386949,0.00759118108263868,0.0375440501749489,0.018171667913648,0.000101567327130736,0.0186218267502315,0,0.063,0,0.001,0.345,0
"GB49362",0,0.000104657247514406,0,7.53373829056603e-05,0,0.000104657247514406,0.694,0.064,0.702,0.024,0.548,0.001
"GB49373",0,-3.31637115973393e-05,0,2.61643118786292e-05,0,1.15433674707788e-06,0.814,0.821,0.786,0.292,0.65,0.398
"GB49381",0.00270275529747188,-0.00301961119863381,-0.0043274390798953,0.00667276747970991,1.74057164401553e-05,0.000959214298190458,0.253,0.593,0.745,0.074,0.371,0.259
"GB49382",0.0394696949584016,0.000231818272768081,0.0454921476876116,0.0508274042466803,0.00814360224081323,0.0465149176137091,0,0.38,0,0,0.032,0
"GB40856",0.0063365551967951,0.00567051578878131,0.0117347900720193,0.00609843493175255,0.000832461412009766,0.0108114982440205,0.012,0.024,0.003,0.003,0.169,0
"GB49387",0.00418894873843312,-9.42298155919286e-05,-0.00244113919829259,-0.000498965295243181,0.00837067791187129,0.00370833813862304,0.183,0.367,0.547,0.416,0.05,0.138
"GB49390",0.0357652486076863,0.00839970427785808,0.0644830069671164,0.014197596191915,0.00478231351688418,0.032843393296261,0,0.006,0,0,0.011,0
"GB49391",0.00032868487037585,0.00222660337223024,0.00113847962829328,0.00280931943458473,0.000444266108067581,0.00225101004903339,0.229,0,0.013,0,0.077,0
"GB49393",0.0117647058823529,0.0361700272268355,-0.00822383080202838,0.0871794871794872,0.0197044334975369,0.0356514807134756,0.149,0.02,0.912,0,0.023,0.001
"GB49394",0.00241572861773343,-0.0011406937581433,0.00227662894056291,0.00227225335361514,0.000140289056918097,0.00248182698838306,0.005,0.998,0.007,0,0.268,0
"GB49395",0.0136119858683054,0.00987330279669563,0.012903588695505,0.0138693862287813,0.00101205359216217,0.0134408086193163,0,0,0,0,0.15,0
"GB49396",0.00211677588825632,0.00384060697692012,0.00272444010638606,0.00506144174071377,-0.000251358033219073,0.00329189177206013,0.044,0.006,0.015,0,0.593,0
"GB49397",0.0115987766585693,0.00830196788729176,0.0148240655462517,0.00188919047341307,0.000214982258199603,0.00222643725329241,0,0,0,0.005,0.283,0.002
"GB49407",0.00249958541683959,0.00983538003442364,-0.00213314050707281,0.0453591441257193,0.00302367586270902,0.0284174067290588,0.257,0.116,0.458,0,0.191,0.006
"GB49410",0.00481030617506406,-0.00163521029713665,0.000165529722413904,0.014229715840724,-0.00244447208720877,0.00917938866329693,0.17,0.503,0.335,0.012,0.724,0.025
"GB40865",0.00165759206471405,0.00268117930424705,0.00200517224520624,0.00204116303710178,0.000336234427576021,0.00142428366782643,0.004,0,0,0,0.121,0.001
"GB49437",0.0906545649020347,-0.0017420084995341,0.099997325394158,0.0783767024541877,0.00172271160555604,0.0877925774390641,0,0.63,0,0,0.162,0
"GB49451",NA,0.005128205128205,NA,0.005128205128205,NA,0.005128205128205,NA,NA,NA,NA,NA,NA
"GB49461",0.0596898707496311,0.0129767698756831,0.0743121172487134,0.0632028873802429,0.00106186048181511,0.0685906026195612,0,0.003,0,0,0.2,0
"GB49466",0.0338189920320052,0.0269175314439868,0.036305902508018,0.0123591527215686,-0.000185639728406573,0.0117116398758986,0,0,0,0,0.51,0
"GB49476",4.26719011350496e-05,0.000785681810327232,0.0004103967168263,0.00059103351693357,5.04833783476766e-06,0.000768153199612209,0.367,0.012,0.042,0.002,0.448,0
"GB49477",0.120225041202834,0.0435276787140765,0.103127208956609,0.102443513367845,0.00145134171735828,0.0765784431815298,0,0,0,0,0.211,0
"GB49478",0.00713372617731345,0.00838937798854511,0.00804871138924712,0.0082817058566288,0.000120229275667905,0.00782658684576243,0,0,0,0,0.343,0
"GB49479",0.0143676079775402,0.0149283446853492,0.0161487875621782,0.0140686069954068,0.00114877762342136,0.0104794927383786,0,0,0,0,0.107,0
"GB49480",0.00413332494316054,0.00412130541666667,0.00363813540988867,0.00453529160853006,8.05912732474434e-05,0.00364546780675434,0,0,0.001,0,0.373,0
"GB49482",0.02212222733364,0.00581671313877308,0.0485090320700242,0.0488356846082393,0.000114389657793534,0.0763378591917159,0.021,0.161,0.001,0,0.358,0
"GB40867",0.0199151933809552,0.0163245553322628,0.0318989297460273,0.00826202819164035,0.00306812811060875,0.0150205280676866,0,0,0,0,0.031,0
"GB49483",0.00124612500529253,0.000577479245742252,0.00229926284055859,0.00159251680159567,1.16363766355931e-06,0.00222527906657433,0.031,0.126,0.004,0.003,0.412,0
"GB49484",0.00105639077795427,0.0014065762987836,0.00165224139900799,0.00421002033611828,0.00066755902874005,0.00476218302906406,0.077,0.039,0.023,0,0.083,0
"GB49495",0,0,0,0,0,0,1,1,1,1,1,1
"GB49501",0.063836802268098,0.00290947309226486,0.0678394991603425,0.0484127404575675,0.000400290808470372,0.051791756615957,0,0.132,0,0,0.295,0
"GB49502",0.100410821232633,-0.00255105453065529,0.111888278956871,0.076487424256239,0.000218760468299051,0.0870426948503574,0,0.72,0,0,0.317,0
"GB49503",0.00923524824465771,-0.00153884704533058,0.00230065171122984,0.000707212480776098,-0.0035988047056208,-0.00317282187308709,0.122,0.412,0.244,0.268,0.673,0.656
"GB49511",0.00117403888309253,0.000880067604044577,0.00109636393978552,0.00022848933312325,-0.000106637990362257,0.00025087081745645,0.003,0.011,0.003,0.114,0.703,0.077
"GB49525",0.0136493838278946,0.00607174181829295,0.00652575146909073,0.00637331149311071,0.00160350831340272,0.00545352287336665,0,0.003,0.002,0,0.055,0
"GB49534",0.0347188187613098,0.0430257287941389,0.0425074350389101,0.150038233367911,0.00340740075965751,0.174527260613222,0.001,0,0,0,0.151,0
"GB49535",0,0,0,0,0,0,1,1,1,1,1,1
"GB40868",0.00841849894949764,0.00601854480748454,0.00609883015502599,0.00382473061007971,0.000448766967042769,0.0026579436447034,0,0,0,0,0.125,0
"GB49537",0.0358241507268174,0.0145901279327241,0.0429581408392367,0.0222827143944586,0.00233565079542741,0.0269766602847666,0,0,0,0,0.079,0
"GB49541",0,0,0,0,0,0,1,1,1,1,1,1
"GB49544",0.00361961684200218,0.00639166553899406,0.00475690163916909,0.00479476082712182,0.000954972899644413,0.00462891977955493,0,0,0,0,0.02,0
"GB49545",0.00138796067227642,0.00126699551453668,0.0032680367405582,0.019293281638908,-0.00263887947530095,0.0178423098924874,0.262,0.26,0.188,0.003,0.817,0.003
"GB49546",0.0907766363989807,0.0124391247498082,0.0965252468018688,0.0518058060218163,0.000710890640120421,0.0521391871243514,0,0.012,0,0,0.268,0
"GB49547",0.0350493391680117,0.00551428493075556,0.049866338138124,0.0240372441203255,0.00115896466466692,0.0327743714042683,0,0.057,0,0,0.184,0
"GB49548",0,0,0,0,0,0,1,1,1,1,1,1
"GB49563",0.00315612013798705,0.00512762920242471,0.00427807697385651,0.00344745865206342,6.49037418800624e-05,0.00343542897535876,0.001,0,0,0,0.363,0
"GB49564",0.00735342112711113,0.00408700168324472,0.0103091712455752,0.00745322578031737,0.00057383746821249,0.00890317908045002,0,0.004,0,0,0.156,0
"GB49565",0.12733007222112,0.0186183838324608,0.107246663645162,0.0620185965403284,-0.0028295085545178,0.0478957742966529,0,0.031,0,0,0.716,0
"GB40869",0.199794337986239,-0.00768749739442187,0.237619655006763,0.219489941418179,0.00319826184109351,0.258968088540213,0,0.962,0,0,0.171,0
"GB49566",0,0,0,0,0,0,1,1,1,1,1,1
"GB49567",-0.000292507149786791,0.000723393717162346,0.000448124203088263,0.00126475616522148,0.000234566349736398,0.00172040306297683,0.741,0.051,0.104,0.003,0.155,0
"GB49568",0.0117217354035641,4.20251412176498e-05,0.0156925213133549,0.0218660255883851,0.00044361187774733,0.0263162716120248,0,0.344,0,0,0.223,0
"GB49569",-0.00386100386100385,0,-0.00346020761245658,0,-0.00531914893617036,0,NA,NA,NA,NA,NA,NA
"GB49575",0.0115606936416185,0.0205128205128206,0.00492610837438423,0.00668318898643483,-0.00338667698000394,0.0091684104178571,NA,NA,NA,NA,0.664,0.069
"GB49576",0.142653488241552,-0.00657084257698304,0.0700762484469601,0.148294983357404,0.0174571983363199,0.0754836721995998,0,0.98,0,0,0.006,0
"GB49577",0.00538257556662214,0.00972196046018403,0.0157701797985337,0.0099290567652357,-0.0029016297670581,0.0170131346024918,0.189,0.093,0.055,0.052,0.695,0.012
"GB49578",0.0432595786997662,0.00715530059269998,0.0401235589190908,0.0234409532461598,0.000762965025397633,0.0186160491104276,0,0.015,0,0,0.207,0
"GB49579",0.103816146602641,-0.00141906105470646,0.0909202494149224,0.140105102431497,-0.00255772901744744,0.128237007305981,0,0.433,0,0,0.675,0
"GB49580",0.00358289470423956,0.0266995347994591,0.00737161097142236,0.0399779227123636,6.05625869971593e-05,0.0453007686654737,0.052,0,0.014,0,0.346,0
"GB40870",0.0575478213613621,0.00934897950788505,0.0645054527249455,0.0286659029362479,0.000753324240937547,0.0320353279093852,0,0.013,0,0,0.218,0
"GB49581",0.0027579801354416,0.0207236571389768,0.00803119331562119,0.0238800176342061,0.0017735485542284,0.0293098299254778,0.063,0,0.002,0,0.059,0
"GB49588",0,2.61643118786292e-05,0,2.61643118786292e-05,0,2.61643118786292e-05,0.948,0.109,0.922,0.154,0.822,0.088
"GB49592",0.049145228223634,0.00383195872989339,0.0397598756298114,0.0669380302208776,0.00258404196679474,0.0522557131541063,0,0.118,0,0,0.121,0
"GB49602",0.138848675384495,0.00545070383283164,0.161188931579608,0.223592143281198,-0.004211590924875,0.248342790553054,0,0.205,0,0,0.675,0
"GB49603",0.0132425634627231,0.0134524670803863,0.00945812807881774,0.0101746349027191,-0.00116047519149332,0.020428733183776,0.06,0.041,0.082,0.04,0.477,0.002
"GB49635",0.0104139178705519,0.00494910560270057,0.0144106689485646,0.00505452038874288,0.00026553649387473,0.00758282369423924,0.002,0.023,0,0.003,0.303,0
"GB49640",0.0377082742554649,0.00253074798659458,0.0327729677235746,0.042182781632082,7.68784981863835e-05,0.0361098819352257,0,0.11,0,0,0.376,0
"GB49650",0,0,0,0,0,0,1,1,1,1,1,1
"GB49657",0,0,0,0,0,0,1,1,1,1,1,1
"GB49663",0.126677793614642,0.0564353306241654,0.125904013170382,0.02434580202771,-0.00164821714041774,0.0240171803075465,0,0,0,0,0.794,0
"GB40871",0.00675905821190925,0.00618482048738722,0.00842524276338485,0.00978217522359492,0.000939592805315304,0.00829980824352405,0.001,0,0,0,0.108,0
"GB40079",0.0970041378087312,-0.00494060721207434,0.101607712427212,0.109068062318018,-0.00187916408148725,0.1149607150193,0,0.677,0,0,0.521,0
"GB49667",0.0942549574825901,0.00639336917348499,0.100952434265242,0.14833864988462,0.00190139633721109,0.151735023123778,0,0.083,0,0,0.18,0
"GB49672",0.00040647934732807,0.000540509143969525,0.000126768446507941,0.000577674838046716,0.000128860568049727,0.000268914664448561,0.021,0.008,0.178,0,0.079,0.01
"GB49681",0.00554605695569466,0.00326014765035687,0.00203975217237828,0.00525772067594754,-0.00386598262124815,0.00213336665942443,0.176,0.221,0.265,0.108,0.824,0.202
"GB49683",0.0004103967168263,0.0012939098533622,0.000377566283999098,0.00165586070917767,-6.03740777860295e-05,0.00170584537676088,0.081,0.001,0.087,0,0.568,0
"GB49684",0,0,0,0,0,0,1,1,1,1,1,1
"GB49685",0.0694866470939393,0.0341182786775079,0.0587681334834752,0.107138446517174,0.00148766451695537,0.0786245452695538,0,0.002,0,0,0.251,0
"GB49686",0,0,0,0,0,0,1,1,1,1,1,1
"GB49688",0.127792236432913,0.0201086448006923,0.119437851739819,0.157775644844381,0.00116810962484448,0.145224475919784,0,0.003,0,0,0.258,0
"GB49696",0.00127375334416291,0.00103313673257188,0.00176760194100867,0.00173056408111294,-1.50138878460826e-05,0.00179165450637875,0.006,0.025,0.002,0,0.486,0
"GB49700",0.0201170035446993,0.0423036361014832,0.0340372908453639,0.038138605035704,0.00297670989378684,0.0213315108255767,0.001,0,0,0,0.128,0
"GB40906",0.00930252145403954,0.00300838084556188,0.00956553780341396,0.00550371449300213,0.000244630112147592,0.00406689402806215,0,0.02,0.001,0.001,0.278,0.001
"GB49710",0.00354413555458688,0.0101503351291666,0.00331851054738808,0.0179246374318335,0.00129128979551185,0.0102569174604241,0.021,0.001,0.025,0,0.059,0
"GB49721",-0.00297044090887288,0.0270005692465587,0.0136690080250659,0.0191748612888168,0.0023038069025183,0.00912758661984725,0.497,0.021,0.089,0.015,0.206,0.06
"GB49722",0,0,0,0,0,0,1,1,1,1,1,1
"GB49723",0,2.61643118786292e-05,0,2.61643118786292e-05,0,2.61643118786292e-05,0.932,0.102,0.925,0.164,0.854,0.083
"GB49725",0.00786340408599662,0.00492247620995989,0.011243763470605,0.0275316673735007,-7.41510806170353e-05,0.0325760267361026,0.003,0.01,0,0,0.355,0
"GB49726",-1.96127907956534e-05,0.00257985389493709,0.00127150233509976,0.00292919916233669,0.000335005815843559,0.00313649217101131,0.448,0.012,0.051,0,0.174,0
"GB49727",0.0748044882692962,NA,0.0618500273672689,0.0748044882692962,0.000509959517431713,0.0618500273672689,0,NA,0,0,0.294,0
"GB49729",0.0665316480439464,-0.000165470819222691,0.0850509369338864,0.0577550116397668,0.00148696762487921,0.0733762295243271,0,0.4,0,0,0.203,0
"GB49730",0.00116444091504142,0.00106255007540568,0.00111731843575424,0.000425921664704121,-2.81729821101084e-05,0.000426783862259361,0,0,0.001,0.003,0.561,0.001
"GB49732",0.00150756318106371,0.00115895321824921,0.00132419006273232,0.00184998441587225,7.25186899649399e-05,0.00180234356036635,0.003,0.009,0.004,0,0.351,0
"GB40907",0.00364959820245614,0.00156408642475248,0.00519098393463535,0.00514649542539081,-9.5310157302686e-05,0.00686395407114204,0.019,0.106,0.004,0,0.432,0
"GB49735",0.0467079920220048,0.0328696597563359,0.0575154131992668,0.0942325175375551,8.15879824854759e-05,0.118525335859912,0,0.007,0,0,0.314,0
"GB49736",0.00116941463251874,-0.00670060481043055,0.00760223456536946,0.00406061690689807,-0.000225186677613287,0.00963415510268484,0.285,0.951,0.124,0.147,0.365,0.039
"GB49737",0.133500086426138,0.00973704704087452,0.149388511072199,0.196445557100765,-0.00211941659167003,0.214578206168862,0,0.099,0,0,0.583,0
"GB49738",0.000890824818866931,0.000118338095971393,0.000957592339261293,0.000287807430664588,0,0.000262803999392047,0,0.18,0,0.012,0.443,0.017
"GB49739",0.128787794575367,-0.00187034513654272,0.182716930183229,0.142791175350247,0.00654576060185197,0.199376265672072,0,0.553,0,0,0.051,0
"GB49740",0.0452426918493216,0.0242530419872683,0.0679661756712411,0.0163724430928249,0.00204729175482343,0.0278833225773628,0,0,0,0,0.104,0
"GB49743",0.056212941020736,0.0655467008847167,0.0779077821667259,0.0896779529960861,-0.000303485852618746,0.104010319661807,0,0,0,0,0.448,0
"GB49750",0.0671391181465658,0.0275232423961176,0.0561718799906309,0.143072861379993,-0.00137453040678226,0.132115136960078,0,0.002,0,0,0.601,0
"GB49751",0,0,0,0,0,0,1,1,1,1,1,1
"GB49752",0.000196319677440382,-0.000395980457382983,0.00119014598468337,0.00204962811606269,0.000516687238020674,0.00286654980148293,0.306,0.773,0.024,0,0.074,0
"GB40908",0,0,0,0,0,0,1,1,1,1,1,1
"GB49753",0.00392325875406885,0.00269969736175368,0.00417748155484809,0.00294615623215277,0.000393425281251081,0.00200445712708142,0.001,0.002,0,0,0.144,0
"GB49754",0.00686876826656468,0.00187923716474281,0.00285247076540651,0.0138774572461904,0.00108260176829933,0.00790354991755571,0,0.081,0.031,0,0.068,0
"GB49755",0,0,0,0,0,0,1,1,1,1,1,1
"GB49756",0.127495347533973,0.0377922075949444,0.0825271452276747,0.134195526215522,0.00481762997602753,0.0916341084334011,0,0,0,0,0.089,0
"GB49765",0.0967290267053396,-0.00228927847596316,0.0934086108293061,0.0863144904891429,0.000120762372036842,0.0799883941360279,0,0.622,0,0,0.37,0
"GB49766",0.133410339892736,0.0238479132040773,0.0893418525383755,0.268236731217831,0.0011917523779692,0.209937050787488,0,0.03,0,0,0.259,0
"GB49767",0,0,0,0,0,0,1,1,1,1,1,1
"GB49768",0.000748754063555124,0.00154303907778708,0.000739112828718635,0.00138287282188132,0.000286036437393333,0.00146418461108477,0.026,0.001,0.021,0,0.084,0
"GB49769",0,0,0,0,0,0,1,1,1,1,1,1
"GB49771",0.0459204049137357,0.0062872805221621,0.0359330318314605,0.030108916369154,0.0123168221102016,0.0346561323254382,0,0.042,0,0,0.002,0
"GB40913",9.96611520829305e-05,0.000601779173207806,0,0.000701440325290736,9.96611520829305e-05,0.00040177952925613,0.262,0.004,0.447,0,0.138,0.001
"GB49772",0.00713476027808702,0.00659566874055062,0.00635108975541221,0.00935356821617295,0.0016140931611528,0.00635130558887975,0,0,0,0,0.02,0
"GB49778",0,0,0,0,0,0,1,1,1,1,1,1
"GB49783",0.0286449571980049,0.00313183153366381,0.0378969713233706,0.052572159642819,-0.00167951599422356,0.063405719265421,0.001,0.198,0,0,0.646,0
"GB49792",0.0502628280357345,0.00471731378269058,0.0660575356271605,0.0311704736120424,0.00230705491186944,0.0429521402281532,0,0.048,0,0,0.078,0
"GB49793",0.00939909644393444,0.000876603948811394,0.0104475947929401,0.00984521108801384,0.00360140352411109,0.00541069627760604,0,0.21,0,0,0,0
"GB49794",0.00929730928209138,0.00510082924164179,0.00903552947562425,0.00769410946541182,0.00235095942358354,0.00335900490290031,0,0,0,0,0,0
"GB49795",0.00502198917132135,0.00314368712733792,0.00381772694439519,0.00561724259053797,0.000664217102527509,0.00338892189290618,0,0.001,0,0,0.112,0
"GB49796",0.0564675495942872,0.00111242242991272,0.023951691676908,0.0330811396350462,0.0108970463305355,0.0131124588217525,0,0.263,0,0,0.004,0.001
"GB49797",0.053899917755749,0.0109367299165568,0.0359604641387185,0.036454315750413,0.0116241380957525,0.040941453492222,0,0.018,0,0,0.002,0
"GB49799",0,0.000116840558278875,0,0.000235478806907441,0,0.000235478806907441,0.594,0.083,0.536,0,0.456,0
"GB40914",0.00707624069111601,0.00549875018519541,0.00699063514213305,0.00330865828586124,0.000235692686769262,0.00364009026215162,0,0.001,0,0,0.281,0
"GB49800",0.00926276321904218,0.0054497024999135,0.0107307968243374,0.0163963273438978,0.00127392859659714,0.0147535863972239,0,0,0,0,0.068,0
"GB49801",0.0663981361555805,0.00155808142655056,0.0574533301473718,0.0613445889417591,6.51531268600625e-05,0.0566408015140235,0,0.264,0,0,0.383,0
"GB49804",0.00426272865065658,-0.00185650232287826,-0.00317304226471582,0.0242976399544788,-0.00202284428532629,0.0120453335504235,0.201,0.406,0.522,0.01,0.492,0.044
"GB49805",0.000848139241768187,0.00116924963301246,0.00167276340964939,0.000914771632893108,0.000423006704844742,0.000378957981786665,0.027,0.015,0.001,0.003,0.065,0.067
"GB49806",0,5.23286237572584e-05,0,5.23286237572584e-05,0,5.23286237572584e-05,0.879,0.034,0.853,0.025,0.717,0.007
"GB49808",0.0267702782959602,0.00583687470389715,0.0184701224640504,0.0315275550259001,0.0018269438393882,0.0232838587280467,0,0.022,0,0,0.113,0
"GB49809",0,0,0,0,0,0,1,1,1,1,1,1
"GB49810",0.00604208831758235,0.00133472765896181,0.00467705943712104,0.0118350970854706,0.000236685093795819,0.00909916691157098,0.005,0.151,0.008,0,0.321,0
"GB49811",0.0728184703701009,0.0636965194937934,0.0665808532653709,0.155878405241521,0.000672936799233192,0.144654067789357,0,0,0,0,0.315,0
"GB49812",0.359198745417876,0.0271782106709396,0.30801583045013,0.235422673790485,0.00279276906990367,0.185893055204914,0,0.014,0,0,0.183,0
"GB40915",0,0,0,0,0,0,1,1,1,1,1,1
"GB49832",0.000443617100853944,0.000672039835612148,0.0004103967168263,0.000294863502813603,3.32203840276435e-05,0.000261643118785959,0.003,0.001,0.012,0,0.24,0.001
"GB49842",0.0427745664739885,0.00256410256410244,0.0364532019704433,0.0240256619759988,-0.00479272230467664,0.0181755473516778,0.005,0.261,0.01,0.003,0.871,0.017
"GB49844",0.0236435404348331,0.00196332002236643,0.0299982528204052,0.0152293084783358,0.000799749541248951,0.0193128263950545,0,0.14,0,0,0.208,0
"GB49851",0.0947616297537294,-0.000582411182294962,0.115072390471604,0.132046424608771,0.00311272797246964,0.156313328759036,0,0.387,0,0,0.164,0
"GB49852",0,0,0,0,0,0,1,1,1,1,1,1
"GB49853",0.000611299328562187,0.00116015426505012,0.00141844051332218,0.00100684523787387,8.97296211022081e-05,0.00137232349766025,0.077,0.006,0.004,0.002,0.279,0.001
"GB49854",0.0208016227180526,-0.00036757693349565,0.0290534462431195,0.0325780851770274,0.000685234216298736,0.0419139402243838,0,0.433,0,0,0.17,0
"GB49855",0.116513528380159,-0.00616980540862078,0.149014824912113,0.101692839957153,-0.000278379164115439,0.132070676084671,0,0.842,0,0,0.365,0
"GB49856",0.000136798905608693,-0.000154732796764145,7.98039103915293e-05,0.000183150183150182,0,0.000158144134334015,0.104,0.982,0.152,0.029,0.435,0.028
"GB49857",0.0990544900649643,0.0523095475092136,0.115804470305174,0.0252201528685781,0.00430568737143899,0.025342128845159,0,0,0,0,0.022,0
"GB40916",0,0,0,0,0,0,1,1,1,1,1,1
"GB49860",0.0848940994599211,0.00178634091342234,0.063718251530426,0.0546867474764048,0.00515372358889565,0.0338192955834411,0,0.218,0,0,0.021,0
"GB49861",0.00299370771235041,0.00525823061320019,0.00331152691381109,0.00291172825456421,5.94218648077849e-05,0.00276397566672915,0.001,0,0,0,0.322,0
"GB49862",0.00475592030563377,0.00556116790228534,0.00362922747321426,0.00596602729083406,0.000149820355722974,0.0052864981601769,0.001,0,0.002,0,0.345,0
"GB49863",0.00515680890338166,0.000558884429022743,0.00742661250828214,0.00533399525238076,0.00045094408510038,0.00722844186449956,0.001,0.241,0,0,0.188,0
"GB49864",0,0,0,0,0,0,1,1,1,1,1,1
"GB49865",0.0091542314160471,0.00339814233760127,0.0132714157708371,0.00463612196660801,0.000730706843899975,0.00677340258627868,0.001,0.019,0,0,0.119,0
"GB49866",0,0,0,0,0,0,1,1,1,1,1,1
"GB49867",0.00578034682080919,0,0.00246305418719206,0.000471446726519997,-0.00371263418662271,-0.00343083095888819,NA,NA,NA,NA,NA,NA
"GB49868",0.0751445086705202,NA,0.0443349753694581,0.0751445086705202,0.00272371962601081,0.0443349753694581,0,NA,0.015,0,0.207,0
"GB49869",0.00643303576662879,0.0112064228767308,0.00728072478991593,0.0163559557163173,0.000933281271601527,0.015868044153679,0,0,0,0,0.104,0
"GB40918",0.0885310660975741,0.00144952648403196,0.0734400752481901,0.099893053149976,0.0077617174847,0.0926301284462342,0,0.321,0,0,0.054,0
"GB49870",0.00259632123004694,0.00329824393155032,0.00299918277709055,0.00193861537398865,-0.000155923545263281,0.00194590756683299,0.001,0,0,0,0.675,0
"GB49872",0.000214817944918289,0.00263347430768235,0.000704452035748426,0.00290230665326585,-1.99963671327907e-05,0.00148150492096577,0.281,0.002,0.067,0,0.451,0
"GB49873",0.0431053155158597,0.014178551835666,0.049207228437225,0.0436211046149321,-0.000353885232227569,0.0459481022966832,0,0,0,0,0.494,0
"GB49874",0.220397417763091,0.218013931394454,0.241844203948446,0.129705032906417,0.000801954391807524,0.108467732779348,0,0,0,0,0.314,0
"GB49879",0.0456775568677229,0.0195975243603106,0.05155715319821,0.0295739713151788,-0.000498114021801888,0.0313341414708236,0,0,0,0,0.556,0
"GB49880",0.0653866258210287,0.0081571080492997,0.0798135599314744,0.0711400740324541,0.00110593459270836,0.0750433114142631,0,0.034,0,0,0.237,0
"GB49881",0.00299838572838651,0.00475641247010716,0.00372806801646863,0.0091687420027019,3.3791741983924e-05,0.00674284894974542,0.005,0,0.001,0,0.383,0
"GB49882",-6.68315177436707e-05,0.00213860301668078,-5.70027931368067e-05,0.00219780219780219,0,0.00217284653670125,0.505,0,0.523,0,0.395,0
"GB49888",0.30843337779754,NA,0.360126942023494,0.30843337779754,0.000205819478111935,0.360126942023494,0,NA,0,0,0.334,0
"GB49899",0,0,0,0,0,0,1,1,1,1,1,1
"GB40919",0.00762187344865339,0.0111364939235572,0.00155229354583442,0.00574169740764519,-0.00333126344957546,0.0016674140647619,0.139,0.072,0.28,0.114,0.811,0.241
"GB49900",0.0196922285153732,0.00791849240526687,0.018625928398212,0.0107341053116912,0.000279846971065645,0.0070136148554979,0,0,0,0,0.248,0
"GB49901",0.00598376406016854,0.00302525518684282,0.00576487664922776,0.0138999949560444,0.00211195016234511,0.00930047628097408,0.002,0.025,0.006,0,0.018,0
"GB49904",0.0331399290061336,0.0301262518448895,0.0340395332709771,0.038052370588761,-0.000504750536938214,0.0312173634648212,0,0,0,0,0.564,0
"GB49905",0.0518871226665605,0.000333775082346111,0.0519764622010297,0.0297308065641517,0.000478401862948119,0.0289675680280981,0,0.336,0,0,0.279,0
"GB49906",-6.68315177436707e-05,0.000130821559392924,2.41475900705224e-05,4.28591085755992e-05,2.41475900705224e-05,0.000129962395822081,0.864,0.076,0.377,0.181,0.299,0.02
"GB49908",0.00841662542063348,0.00249091982350058,0.0125154970710393,0.0184284858704296,0.000906689721532628,0.0220009347379921,0.002,0.079,0,0,0.153,0
"GB49912",0.0135846188070851,-0.000833539962461494,0.0124327305249594,0.019048395877583,0.00337140629652533,0.0182643683206262,0,0.563,0,0,0.024,0
"GB49914",0,0,0,0,0,0,1,1,1,1,1,1
"GB49916",0.00158493563902795,0.00037759475160537,0.001538074220932,0.00129815027127556,-5.63570784490874e-05,0.00117854508530213,0.003,0.135,0.004,0.001,0.547,0.002
"GB49917",0.0151138096857241,0.00368098900842673,0.0139418550748887,0.0147248746936786,-0.000297479555201319,0.0109136001350305,0,0.038,0,0,0.498,0
"GB40921",0.25062760990855,-0.00843491129383533,0.211896203507241,0.251008814966099,4.5724700738492e-05,0.212423769142513,0,1,0,0,0.281,0
"GB40080",0.00425791116409435,0.00745336519957551,0.00423022773023074,0.0123656669077284,0.00047192493808168,0.0116644986617602,0,0,0,0,0.163,0
"GB49918",0,0,0,0,0,0,1,1,1,1,1,1
"GB49920",0.000136798905608693,0.000105233259297566,0.00020924167582026,0.000680272108843472,4.4271829030218e-05,0.000502740574476856,0.194,0.246,0.115,0,0.305,0.003
"GB49921",0,0,0,0,0,0,1,1,1,1,1,1
"GB49922",0.000139962414587469,0.000278763272831384,4.36515505148893e-05,0.00077974468776365,8.45237089003303e-05,0.000416783769667028,0.221,0.142,0.35,0.006,0.216,0.037
"GB49923",0.0180051365801761,-0.00371823298652574,0.0377143361092563,0.0132061068207747,0.00437742781895734,0.0298683532200325,0.05,0.569,0.006,0.052,0.165,0.002
"GB49924",0,0,0,0,0,0,1,1,1,1,1,1
